"index","detaileddesignstatus","fiberpullfootage","ponlocationapproved","residentialhhp","strandfootage","constructionpackagestatus","project","permitsapproved","borefootage","asbuiltscomplete","specialprojectsmduhoaother","businesshhp","totalhhp","detaileddesignstartdate","ponsize","projectedborefootage","odc","ponlocationdesigned","detaileddesigncompletiondate","preliminarycxpsenttoconstruction","asbuiltsreceivedfromconstruction","phase","estimatedaerialpercent","estimatedugpercent","estimatedpathfootage","dateconstructionpassedtooperations","poncabinetsetdate","actualactivationdate","constructionstartdate","borefootagecompleted","remainingstrand","targetconstructioncompletedate","actualconstructioncompletedate","asbuiltssenttoengineering","constructionpercentagecompleted","dateopsapprovedforactivation","strandcompleted","targetactivationdate","borefootageremaining","odccabinetready","numpermits","permitapprovalstatus","permitapproveddate","permitsubmitdate","packagestatus","package","hiearchy","packagepercentcomplete","ring","feeder","packagehomesearned","rolluphomesearned","downstreamhomes"
356,Ready For QC,0.0,"","106.0",0,"",Medina Fiber,"",0,"",MDU,"0.0","106.0","2022-09-26","","280.0",HIB01,"7/29/21","","","","6",0.0,1.0,280,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BW03.1,F3,0.025,HIA HIB Ring,HIB02-1,1,1,106
357,Ready For QC,0.0,"","80.0",0,"",Medina Fiber,"",0,"",MDU,"0.0","80.0","2022-09-26","","",HIB01,"7/29/21","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BW02.1,F3,0.025,HIA HIB Ring,HIB02-1,1,1,80
358,Ready For QC,0.0,"","219.0",0,"",Medina Fiber,"",0,"",HOA,"3.0","222.0","2022-09-27","","7719.0",HIB01,"7/29/21","","","","6",0.0,1.0,7719,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,BW01.1,F3,0.025,HIA HIB Ring,HIB02-1,3,3,222
359,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","176.0","2022-09-28","","11611.0",HIB01,"7/29/21","","","","6",0.0,1.0,11611,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,BW02,F3,0.025,HIA HIB Ring,HIB02-1,2,2,176
360,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIB02,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIB02-2,F2,0.0,HIA HIB Ring,HIB02-2,0,19,988
361,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","118.0","2022-10-18","","",HIB02,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,LV10B,F3,0.025,HIA HIB Ring,HIB02-2,1,1,118
362,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","252.0","2022-10-24","","10453.0",HIB02,"7/29/21","","","","6",0.0,1.0,10453,"","","","",0,0,"","","","","",0,"","0.0",NO,2,Not Submitted,,,Detailed Design,BW08,F3,0.025,HIA HIB Ring,HIB02-2,3,3,252
363,Ready For QC,0.0,"","141.0",0,"",Medina Fiber,"",0,"",MDU,"0.0","141.0","2022-10-21","","",HIB02,"7/29/21","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,LV10.1,F3,0.025,HIA HIB Ring,HIB02-2,2,2,141
364,Ready For QC,0.0,"","145.0",0,"",Medina Fiber,"",0,"",MDU,"47.0","192.0","2022-11-07","","6475.0",HIB02,"7/29/21","","","","6",0.0,1.0,6475,"","","","",0,0,"","","","","",0,"","0.0",NO,2,Not Submitted,,,Detailed Design,BW11,F3,0.025,HIA HIB Ring,HIB02-2,2,2,192
365,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","96.0","2022-11-08","","14631.0",HIB02,"7/29/21","","","","6",0.0,1.0,14631,"","","","",0,0,"","","","","",0,"","0.0",NO,2,Not Submitted,,,Detailed Design,BS06,F3,0.025,HIA HIB Ring,HIB02-2,1,1,96
366,Ready For QC,0.0,"","",0,"",Medina Fiber,YES,0,"","","","95.0","2022-11-14","","8690.0",HIB02,"7/29/21","","","","6",0.0,1.0,8690,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-09-22","2021-08-30",Permits Approved Ready For Construction,LV13,F3,0.1,HIA HIB Ring,HIB02-2,5,5,95
367,Ready For QC,0.0,"","",0,"",Medina Fiber,YES,0,"","","","94.0","2022-11-15","","13729.0",HIB02,"7/29/21","","","","6",0.0,1.0,13729,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-10-22","2021-10-04",Permits Approved Ready For Construction,LV11,F3,0.1,HIA HIB Ring,HIB02-2,5,5,94
368,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIB03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIB03-1,F2,0.0,HIA HIB Ring,HIB03-1,0,10,756
369,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"",MDU,"","156.0","2022-10-13","","7927.0",HIB03,"7/29/21","","","","6",0.0,1.0,7927,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,BN08,F3,0.025,HIA HIB Ring,HIB03-1,2,2,156
370,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"",MDU,"","96.0","2022-10-14","","",HIB03,"7/29/21","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN08.1,F3,0.025,HIA HIB Ring,HIB03-1,1,1,96
371,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","84.0","2022-10-17","","9311.0",HIB03,"7/29/21","2022-10-28","","","6",0.0,1.0,9311,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,BN07A,F3,0.05,HIA HIB Ring,HIB03-1,2,2,84
372,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"",HOA,"","152.0","2022-10-18","","",HIB03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN07B,F3,0.025,HIA HIB Ring,HIB03-1,2,2,152
373,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","110.0","2022-10-21","","33773.0",HIB03,"7/29/21","","","","6",0.0,1.0,33773,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN11A,F3,0.025,HIA HIB Ring,HIB03-1,1,1,110
374,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","158.0","2022-10-25","","",HIB03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN11B,F3,0.025,HIA HIB Ring,HIB03-1,2,2,158
375,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIB03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIB03-2,F2,0.0,HIA HIB Ring,HIB03-2,0,9,1504
376,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","127.0","2022-10-18","","15462.0",HIB03,"7/29/21","","","","6",0.0,1.0,15462,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN10B,F3,0.025,HIA HIB Ring,HIB03-2,2,2,127
377,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","114.0","2022-10-20","","",HIB03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN10A,F3,0.025,HIA HIB Ring,HIB03-2,1,1,114
378,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","119.0","2022-11-01","","11458.0",HIB03,"7/29/21","","","","6",0.0,1.0,11458,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN09A,F3,0.025,HIA HIB Ring,HIB03-2,1,1,119
379,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","185.0","2022-11-04","","",HIB03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN09B,F3,0.025,HIA HIB Ring,HIB03-2,2,2,185
380,In Progress,0.0,"","",0,"",Medina Fiber,"",0,"","","","218.0","2022-11-21","","9091.0",HIB03,"7/29/21","","","","6",0.0,1.0,9091,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Detailed Design,BC31,F3,0.025,HIA HIB Ring,HIB03-2,3,3,218
381,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","216.0","","","9918.0",HIB03,"7/29/21","","","","6",0.0,1.0,9918,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Planning,BC28,F3,0.0,HIA HIB Ring,HIB03-2,0,0,216
382,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","63.0","","","11501.0",HIB03,"7/29/21","","","","6",0.0,1.0,11501,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BW10A,F3,0.0,HIA HIB Ring,HIB03-2,0,0,63
383,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","148.0","","","15155.0",HIB03,"7/29/21","","","","6",0.0,1.0,15155,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BW09B,F3,0.0,HIA HIB Ring,HIB03-2,0,0,148
384,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","","","",HIB03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BW10B,F3,0.0,HIA HIB Ring,HIB03-2,0,0,128
385,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","186.0","","","",HIB03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BW09A,F3,0.0,HIA HIB Ring,HIB03-2,0,0,186
386,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIB04,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIB04-1,F2,0.0,HIA HIB Ring,HIB04-1,0,0,980
390,"",0.0,"","283.0",0,"",Medina Fiber,"",0,"",MDU,"0.0","283.0","","","",HIB04,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BN12.1,F3,0.0,HIA HIB Ring,HIB04-1,0,0,283
391,"",0.0,"","",0,"",Medina Fiber,"",0,"",Mobile Home Park,"","119.0","","","14972.0",HIB04,"7/29/21","","","","6",0.0,1.0,14972,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BN12,F3,0.0,HIA HIB Ring,HIB04-1,0,0,119
392,"",0.0,"","",0,"",Medina Fiber,"",0,"",MDU,"","166.0","","","",HIB04,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BN12.2,F3,0.0,HIA HIB Ring,HIB04-1,0,0,166
393,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIB04,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIB04-2,F2,0.0,HIA HIB Ring,HIB04-2,0,13,1199
394,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","188.0","2022-10-28","","10438.0",HIB04,"7/29/21","","","","6",0.0,1.0,10438,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN15,F3,0.025,HIA HIB Ring,HIB04-2,2,2,188
395,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","157.0","2022-11-01","","20080.0",HIB04,"7/29/21","","","","6",0.0,1.0,20080,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN21A,F3,0.025,HIA HIB Ring,HIB04-2,2,2,157
396,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","192.0","2022-11-07","","15706.0",HIB04,"7/29/21","","","","6",0.0,1.0,15706,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN16B,F3,0.025,HIA HIB Ring,HIB04-2,2,2,192
397,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","151.0","2022-11-09","","",HIB04,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN16A,F3,0.025,HIA HIB Ring,HIB04-2,2,2,151
398,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","64.0","2022-11-14","","",HIB04,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN21C,F3,0.025,HIA HIB Ring,HIB04-2,1,1,64
399,Ready For QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","159.0","2022-11-17","","",HIB04,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN21B,F3,0.025,HIA HIB Ring,HIB04-2,2,2,159
400,In Progress,0.0,"","",0,"",Medina Fiber,"",0,"","","","160.0","2022-11-23","","13867.0",HIB04,"7/29/21","","","","6",0.0,1.0,13867,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BN01A,F3,0.025,HIA HIB Ring,HIB04-2,2,2,160
401,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","","","",HIB04,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BN01B,F3,0.0,HIA HIB Ring,HIB04-2,0,0,128
402,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","","","","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","",NO,0,No Permits,,,Planning,HIA Ring,F1,0.0,HIA Ring,"",0,44,7232
403,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIA01,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","",NO,0,No Permits,,,Planning,HIA01-1,F2,0.0,HIA Ring,HIA01-1,0,0,375
404,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","126.0","","","32604.0",HIA01,"7/29/21","","","","7",0.0,1.0,32604,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR04A,F3,0.0,HIA Ring,HIA01-1,0,0,126
405,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","127.0","","","",HIA01,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR04B,F3,0.0,HIA Ring,HIA01-1,0,0,127
406,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","122.0","","","48847.0",HIA01,"7/29/21","","","","7",0.0,1.0,48847,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR05A,F3,0.0,HIA Ring,HIA01-1,0,0,122
407,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIA01,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIA01-2,F2,0.0,HIA Ring,HIA01-2,0,4,1250
408,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","","","",HIA01,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR03B,F3,0.0,HIA Ring,HIA01-2,0,0,128
409,On Hold,0.0,"","",0,"",Medina Fiber,"",0,"","","","96.0","","","33755.0",HIA01,"7/29/21","","","","7",0.0,1.0,33755,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,GR03A,F3,0.025,HIA Ring,HIA01-2,1,1,96
410,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","121.0","","","18533.0",HIA01,"7/29/21","","","","7",0.0,1.0,18533,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR07,F3,0.0,HIA Ring,HIA01-2,0,0,121
411,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","","","",HIA01,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR05B,F3,0.0,HIA Ring,HIA01-2,0,0,128
412,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","92.0","","","14486.0",HIA01,"7/29/21","","","","7",0.0,1.0,14486,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR06,F3,0.0,HIA Ring,HIA01-2,0,0,92
413,On Hold,0.0,"","216.0",0,"",Medina Fiber,"",0,"",HOA,"0.0","216.0","","","",HIA01,"7/29/21","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,GR06.1,F3,0.025,HIA Ring,HIA01-2,3,3,216
414,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","96.0","","","38528.0",HIA01,"7/29/21","","","","7",0.0,1.0,38528,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR02B,F3,0.0,HIA Ring,HIA01-2,0,0,96
415,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","156.0","","","",HIA01,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR02A,F3,0.0,HIA Ring,HIA01-2,0,0,156
416,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","123.0","","","36587.0",HIA01,"7/29/21","","","","7",0.0,1.0,36587,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR01B,F3,0.0,HIA Ring,HIA01-2,0,0,123
417,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","94.0","","","",HIA01,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,GR01A,F3,0.0,HIA Ring,HIA01-2,0,0,94
418,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIA02,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIA02-1,F2,0.0,HIA Ring,HIA02-1,0,5,550
419,Complete,0.0,"","",11213,In QC,Medina Fiber,"",46619,"","","","112.0","2021-10-25","","39668.0",HIA02,"7/29/21","2022-01-20","","","7",0.2203769580000393,0.7796230419999607,50881,"","","","",0,11213,"","","","","",0,"","46619.0",NO,0,No Permits,,,Construction Package,HK05A,F3,0.05,HIA Ring,HIA02-1,3,3,112
420,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","154.0","","","",HIA02,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK09A,F3,0.0,HIA Ring,HIA02-1,0,0,154
421,In Progress,0.0,"","",0,"",Medina Fiber,"",0,"","","","124.0","","","34203.0",HIA02,"7/29/21","","","","7",0.0,1.0,34203,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,HK09B,F3,0.025,HIA Ring,HIA02-1,2,2,124
422,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","160.0","","","",HIA02,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK05B,F3,0.0,HIA Ring,HIA02-1,0,0,160
423,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIA02,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIA02-2,F2,0.0,HIA Ring,HIA02-2,0,4,1551
424,In QC,0.0,"","",0,"",Medina Fiber,"",0,"","","","172.0","2022-02-09","","36757.0",HIA02,"7/29/21","","","","7",0.0,1.0,36757,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,HK10A,F3,0.025,HIA Ring,HIA02-2,2,2,172
425,In Progress,0.0,"","",0,"",Medina Fiber,"",0,"","","","146.0","2022-02-08","","25197.0",HIA02,"7/29/21","","","","7",0.0,1.0,25197,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,HK08B,F3,0.025,HIA Ring,HIA02-2,2,2,146
426,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"",Private Street,"","128.0","","","43477.0",HIA02,"7/29/21","","","","7",0.0,1.0,43477,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK11A,F3,0.0,HIA Ring,HIA02-2,0,0,128
427,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","160.0","","","",HIA02,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK11B,F3,0.0,HIA Ring,HIA02-2,0,0,160
428,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","119.0","","","32613.0",HIA02,"7/29/21","","","","7",0.0,1.0,32613,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK12B,F3,0.0,HIA Ring,HIA02-2,0,0,119
429,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","188.0","","","36061.0",HIA02,"7/29/21","","","","7",0.0,1.0,36061,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK13A,F3,0.0,HIA Ring,HIA02-2,0,0,188
430,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","191.0","","","12713.0",HIA02,"7/29/21","","","","7",0.0,1.0,12713,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK14,F3,0.0,HIA Ring,HIA02-2,0,0,191
431,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","","","",HIA02,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK08A,F3,0.0,HIA Ring,HIA02-2,0,0,128
432,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","127.0","","","",HIA02,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK12A,F3,0.0,HIA Ring,HIA02-2,0,0,127
433,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","","","",HIA02,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK13B,F3,0.0,HIA Ring,HIA02-2,0,0,128
434,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIA08,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIA08-1,F2,0.0,HIA Ring,HIA08-1,0,2,1122
435,Complete,0.0,"","",0,Sent To Construction,Medina Fiber,"",24187,"","","","61.0","2021-09-06","","15823.0",HIA08,"7/29/21","2021-09-14","2021-10-28","","7",0.0,1.0,15823,"","","","",0,0,"","","","","",0,"","24187.0",NO,0,No Permits,,,Permitting,HK01A,F3,0.075,HIA Ring,HIA08-1,2,2,61
436,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","127.0","","","",HIA08,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK01B,F3,0.0,HIA Ring,HIA08-1,0,0,127
437,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","153.0","","","20911.0",HIA08,"7/29/21","","","","7",0.0,1.0,20911,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BE16C,F3,0.0,HIA Ring,HIA08-1,0,0,153
438,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"","","","122.0","","","34317.0",HIA08,"7/29/21","","","","7",0.0,1.0,34317,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK15A,F3,0.0,HIA Ring,HIA08-1,0,0,122
439,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","191.0","","","",HIA08,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HK15B,F3,0.0,HIA Ring,HIA08-1,0,0,191
440,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","128.0","","","",HIA08,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BE16B,F3,0.0,HIA Ring,HIA08-1,0,0,128
441,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","118.0","","","",HIA08,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BE16A,F3,0.0,HIA Ring,HIA08-1,0,0,118
442,Not Started,0.0,"","",0,"",Medina Fiber,"",0,"",HOA,"","222.0","","","11201.0",HIA08,"7/29/21","","","","7",0.0,1.0,11201,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BE15,F3,0.0,HIA Ring,HIA08-1,0,0,222
443,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIA08,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIA08-2,F2,0.0,HIA Ring,HIA08-2,0,10,676
444,Complete,0.0,"","",0,Sent To Construction,Medina Fiber,"",28511,"","","","128.0","2021-12-08","","17456.0",HIA08,"7/29/21","2021-12-17","2021-12-29","","7",0.0,1.0,17456,"","","","",0,0,"","","","","",0,"","28511.0",NO,0,No Permits,,,Permitting,BE14A,F3,0.075,HIA Ring,HIA08-2,5,5,128
445,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","187.0","","","",HIA08,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BE14B,F3,0.0,HIA Ring,HIA08-2,0,0,187
446,Complete,0.0,"","",0,"",Medina Fiber,"",0,"",HOA,"","159.0","2022-02-10","","14773.0",HIA08,"7/29/21","2022-02-17","","","7",0.0,1.0,14773,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,BE13A,F3,0.05,HIA Ring,HIA08-2,4,4,159
447,"",0.0,"","",0,"",Medina Fiber,"",0,"","","","157.0","","","",HIA08,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,BE13B,F3,0.0,HIA Ring,HIA08-2,0,0,157
448,On Hold,0.0,"","",0,"",Medina Fiber,"",0,"","","","45.0","","","",HIA08,"7/29/21","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,BE13.1,F3,0.025,HIA Ring,HIA08-2,1,1,45
449,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIA09,"","","","","7",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIA09-1,F2,0.0,HIA Ring,HIA09-1,0,11,1065
450,Complete,0.0,"","",0,Sent To Construction,Medina Fiber,"",43935,"","","","159.0","2021-09-20","","25593.0",HIA09,"7/29/21","2021-10-28","2021-11-10","","7",0.0,1.0,25593,"","","","",0,0,"","","","","",0,"","43935.0",NO,0,No Permits,,,Permitting,HK03A,F3,0.075,HIA Ring,HIA09-1,6,6,159
